State,Year,month,sa_no,DelimID,AC_No,Position,Cand1,Sex1,Party1,Votes1,Age,Cand_Type,Valid_Votes,Electors,AC_Name,AC_Type,District_Name,Sub_Region,N_Cand,Turnout,Vote_Sh,Deposit_Lost,Margin_Percent,Jati,Caste_Rec,Rel,New.Caste,Old_Jati,ENOP,Caste
Gujarat,2007,2,11,3,65,3,SHAIKH ASFAQALI NAFZULLAHUSSAIN,M,SP,6493,35,GEN,194124,341351,DASKROI,GEN,NA,NA,6,56.87,3.34,no,2.07,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,65,4,VYAS CHANDRAKISHOR MOTILAL,M,SHS,2483,35,GEN,194124,341351,DASKROI,GEN,NA,NA,6,56.87,1.28,no,0.31,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,65,5,RATHOD BHARATSINH MANSINH (BAPU),M,ABJS,1889,45,GEN,194124,341351,DASKROI,GEN,NA,NA,6,56.87,0.97,no,0,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,65,6,PATIL PANDITRAO NARAYANRAO,M,BSP,1889,53,GEN,194124,341351,DASKROI,GEN,NA,NA,6,56.87,0.97,no,0,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,66,1,THAKOR JAGDISHBHAI MOTIJI,M,INC,52204,51,GEN,111727,173032,DEHGAM,GEN,NA,NA,6,64.57,46.72,no,1.6,,,,NA,NA,2.38,
Gujarat,2007,2,11,3,66,2,CHAUHAN KALYANSINH DEHARSINH,M,BJP,50421,58,GEN,111727,173032,DEHGAM,GEN,NA,NA,6,64.57,45.13,no,40.99,,,,NA,NA,2.38,
Gujarat,2007,2,11,3,66,3,SHAH ASHOKBHAI SOMCHAND,M,IND,4621,63,GEN,111727,173032,DEHGAM,GEN,NA,NA,6,64.57,4.14,no,2.27,,,,NA,NA,2.38,
Gujarat,2007,2,11,3,66,4,RATHOD BHUPENDRASINH KHUMANSINH,M,BSP,2088,33,GEN,111727,173032,DEHGAM,GEN,NA,NA,6,64.57,1.87,no,0.33,,,,NA,NA,2.38,
Gujarat,2007,2,11,3,66,5,BAROT URMILABEN ASHVINKUMAR,F,IND,1716,37,GEN,111727,173032,DEHGAM,GEN,NA,NA,6,64.57,1.54,no,0.93,,,,NA,NA,2.38,
Gujarat,2007,2,11,3,66,6,THAKOR LAXMIBEN JIVAJI,F,ABHM,677,48,GEN,111727,173032,DEHGAM,GEN,NA,NA,6,64.57,0.61,no,0,,,,NA,NA,2.38,
Gujarat,2007,2,11,3,67,1,PATEL GITABEN YOGESHBHAI,F,BJP,113670,45,GEN,164471,294170,SABARMATI,GEN,NA,NA,7,55.91,69.11,no,42.15,,,,NA,NA,1.82,
Gujarat,2007,2,11,3,67,2,SHAH KAUSHIKKUMAR CHIMANLAL,M,INC,44347,47,GEN,164471,294170,SABARMATI,GEN,NA,NA,7,55.91,26.96,no,25.45,,,,NA,NA,1.82,
Gujarat,2007,2,11,3,67,3,BHUPENDRABHAI SHANKARLAL PATEL,M,BSP,2496,53,GEN,164471,294170,SABARMATI,GEN,NA,NA,7,55.91,1.52,no,0.2,,,,NA,NA,1.82,
Gujarat,2007,2,11,3,67,4,KHARSANI KETANKUMAR PRANLAL,M,IND,2165,42,GEN,164471,294170,SABARMATI,GEN,NA,NA,7,55.91,1.32,no,0.85,,,,NA,NA,1.82,
Gujarat,2007,2,11,3,67,5,DAVE MAHENDRA SUBODHCHANDRA,M,VHS,766,33,GEN,164471,294170,SABARMATI,GEN,NA,NA,7,55.91,0.47,no,0.13,,,,NA,NA,1.82,
Gujarat,2007,2,11,3,67,6,PATEL DHARMENDRA KARSHANBHAI,M,SHS,551,33,GEN,164471,294170,SABARMATI,GEN,NA,NA,7,55.91,0.34,no,0.05,,,,NA,NA,1.82,
Gujarat,2007,2,11,3,67,7,SHAH JASMINKUMAR MAHESHKUMAR,M,ABHM,476,33,GEN,164471,294170,SABARMATI,GEN,NA,NA,7,55.91,0.29,no,0,,,,NA,NA,1.82,
Gujarat,2007,2,11,3,68,1,RAKESH SHAH,M,BJP,93780,45,GEN,129853,222940,ELLIS BRIDGE,GEN,NA,NA,6,58.25,72.22,no,47.93,,,HINDU,NA,NA,1.72,
Gujarat,2007,2,11,3,68,2,KALPESH KESHAVLAL PATEL (BHOLO),M,INC,31537,38,GEN,129853,222940,ELLIS BRIDGE,GEN,NA,NA,6,58.25,24.29,no,22.91,,,,NA,NA,1.72,
Gujarat,2007,2,11,3,68,3,KETANBHAI INDRAVADANBHAI JOSHI,M,BSP,1789,44,GEN,129853,222940,ELLIS BRIDGE,GEN,NA,NA,6,58.25,1.38,no,0.1,,,,NA,NA,1.72,
Gujarat,2007,2,11,3,68,4,RAJA BHAVIK VASANTRAI,M,IND,1661,28,GEN,129853,222940,ELLIS BRIDGE,GEN,NA,NA,6,58.25,1.28,no,0.68,,,,NA,NA,1.72,
Gujarat,2007,2,11,3,68,5,KOSAMBI CHIMANLAL FUSABHAI,M,LSWP,772,55,GEN,129853,222940,ELLIS BRIDGE,GEN,NA,NA,6,58.25,0.59,no,0.35,,,,NA,NA,1.72,
Gujarat,2007,2,11,3,68,6,UPENDRAKUMAR GUNAVANTRAY AACHARYA,M,IND,314,44,GEN,129853,222940,ELLIS BRIDGE,GEN,NA,NA,6,58.25,0.24,no,0,,,,NA,NA,1.72,
Gujarat,2007,2,11,3,69,1,BAROT BHARATKUMAR CHIMANLAL (BHARAT BAROT),M,BJP,36752,58,GEN,70005,121167,DARIAPUR-KAZIPUR,GEN,NA,NA,12,57.78,52.5,no,32,,,,NA,NA,2.86,
Gujarat,2007,2,11,3,69,10,CHAVDA JAYANTIBHAI SHANKARBHAI,M,IND,190,49,SC,70005,121167,DARIAPUR-KAZIPUR,GEN,NA,NA,12,57.78,0.27,no,0.02,,,,NA,NA,2.86,
Gujarat,2007,2,11,3,69,11,SOLANKI KISHORBHAI KANJIBHAI,M,IND,173,45,SC,70005,121167,DARIAPUR-KAZIPUR,GEN,NA,NA,12,57.78,0.25,no,0.01,,,,NA,NA,2.86,
Gujarat,2007,2,11,3,69,12,PARMAR RAMNIKBHAI JETHABHAI,M,SP,165,50,SC,70005,121167,DARIAPUR-KAZIPUR,GEN,NA,NA,12,57.78,0.24,no,0,,,,NA,NA,2.86,
Gujarat,2007,2,11,3,69,2,SURENDRASINH NETRAPALSINH RAJPUT (SURENDRA RAJPUT),M,INC,14351,54,GEN,70005,121167,DARIAPUR-KAZIPUR,GEN,NA,NA,12,57.78,20.5,no,8.8,,,,NA,NA,2.86,
Gujarat,2007,2,11,3,69,3,MUKESH GURJAR,M,LJP,8189,41,GEN,70005,121167,DARIAPUR-KAZIPUR,GEN,NA,NA,12,57.78,11.7,no,1.35,,,,NA,NA,2.86,
Gujarat,2007,2,11,3,69,4,PATEL KANJIBHAI SHAMBHUDAS (PRESSVALA),M,IND,7247,50,GEN,70005,121167,DARIAPUR-KAZIPUR,GEN,NA,NA,12,57.78,10.35,no,8.49,,,,NA,NA,2.86,
Gujarat,2007,2,11,3,69,5,SOLANKI RAMESHBHAI DANABHAI,M,IND,1303,48,SC,70005,121167,DARIAPUR-KAZIPUR,GEN,NA,NA,12,57.78,1.86,no,0.97,,,,NA,NA,2.86,
Gujarat,2007,2,11,3,69,6,VANZARA VIRUBHAI NARANBHAI,M,BSP,623,50,GEN,70005,121167,DARIAPUR-KAZIPUR,GEN,NA,NA,12,57.78,0.89,no,0.11,,,,NA,NA,2.86,
Gujarat,2007,2,11,3,69,7,JAIN ASHOKBHAI SHANTILALJI,M,BJSH,545,43,GEN,70005,121167,DARIAPUR-KAZIPUR,GEN,NA,NA,12,57.78,0.78,no,0.41,,,,NA,NA,2.86,
Gujarat,2007,2,11,3,69,8,RABARI TEJABHAI BABABHAI (CHANDUMANAVALA),M,IND,259,49,GEN,70005,121167,DARIAPUR-KAZIPUR,GEN,NA,NA,12,57.78,0.37,no,0.07,,,,NA,NA,2.86,
Gujarat,2007,2,11,3,69,9,BHARVAD BHUPENDRABHAI MOHANBHAI,M,IND,208,38,SC,70005,121167,DARIAPUR-KAZIPUR,GEN,NA,NA,12,57.78,0.3,no,0.03,,,,NA,NA,2.86,
Gujarat,2007,2,11,3,70,1,SHAIKH GYASUDDIN HABIBUDDIN,M,INC,28109,44,GEN,57879,87832,SHAHPUR,GEN,NA,NA,11,65.9,48.57,no,1.59,,,MUSLIM,NA,NA,2.17,
Gujarat,2007,2,11,3,70,10,BHOITE NARANBHAI GOPALBHAI (NANA SAHEB),M,SHS,70,45,GEN,57879,87832,SHAHPUR,GEN,NA,NA,11,65.9,0.12,yes,0,,,,NA,NA,2.17,
Gujarat,2007,2,11,3,70,11,JAMBUKIYA YOGITABEN ASHOKKUMAR,F,IND,68,32,GEN,57879,87832,SHAHPUR,GEN,NA,NA,11,65.9,0.12,yes,0,,,,NA,NA,2.17,
Gujarat,2007,2,11,3,70,2,KAUSHIK PATEL,M,BJP,27187,53,GEN,57879,87832,SHAHPUR,GEN,NA,NA,11,65.9,46.97,no,45.57,,,,NA,NA,2.17,
Gujarat,2007,2,11,3,70,3,SHAIKH MOHAMADRAFIQ MOHAMADHANIF,M,IND,810,25,GEN,57879,87832,SHAHPUR,GEN,NA,NA,11,65.9,1.4,no,0.36,,,,NA,NA,2.17,
Gujarat,2007,2,11,3,70,4,PATHAN BADULLAKHAN KUDARATULLAKHA,M,BSP,604,42,GEN,57879,87832,SHAHPUR,GEN,NA,NA,11,65.9,1.04,no,0.37,6 PATHAN,UC MUSLIM,MUSLIM,NA,NA,2.17,UC MUSLIM
Gujarat,2007,2,11,3,70,5,AJMERI IMRAN GULAMNABI (SONIA DE KIRAN DE PAWAYYA),M,RPI(A),389,25,GEN,57879,87832,SHAHPUR,GEN,NA,NA,11,65.9,0.67,no,0.23,,,,NA,NA,2.17,
Gujarat,2007,2,11,3,70,6,DR. MUKUL SINHA,M,NSMP,255,56,GEN,57879,87832,SHAHPUR,GEN,NA,NA,11,65.9,0.44,no,0.14,,,,NA,NA,2.17,
Gujarat,2007,2,11,3,70,7,PATHAN HASANKHANBHAI MO.KHANBHAI,M,IND,172,56,GEN,57879,87832,SHAHPUR,GEN,NA,NA,11,65.9,0.3,no,0.1,6 PATHAN,UC MUSLIM,MUSLIM,NA,NA,2.17,UC MUSLIM
Gujarat,2007,2,11,3,70,8,MANSURI MUNAFBHAI AHMEDBHAI,M,IND,112,44,GEN,57879,87832,SHAHPUR,GEN,NA,NA,11,65.9,0.19,no,0.02,,,,NA,NA,2.17,
Gujarat,2007,2,11,3,70,9,DUTT DINESHBHAI BABUBHAI (ADVOCATE),M,IND,103,41,GEN,57879,87832,SHAHPUR,GEN,NA,NA,11,65.9,0.18,no,0.06,,,,NA,NA,2.17,
Gujarat,2007,2,11,3,71,1,SHAIKH MOHAMMAD FARUK HUSSAINMIYA (FARUK SHAIKH),M,INC,24012,59,GEN,41754,64594,KALUPUR,GEN,NA,NA,8,64.64,57.51,no,17.99,,,MUSLIM,NA,NA,2.04,
Gujarat,2007,2,11,3,71,2,GIRISH POPATLAL DANI,M,BJP,16500,57,GEN,41754,64594,KALUPUR,GEN,NA,NA,8,64.64,39.52,no,38.38,,,,NA,NA,2.04,
Gujarat,2007,2,11,3,71,3,ZAKIR HUSSAIN SHERSHAHMIYA SAIYED (ZAKIR RANA),M,BSP,475,41,GEN,41754,64594,KALUPUR,GEN,NA,NA,8,64.64,1.14,no,0.4,,,,NA,NA,2.04,
Gujarat,2007,2,11,3,71,4,VORA SIDDIKBHAI HUSSAINBHAI (SIDDIK DUDHWALA),M,IND,309,40,GEN,41754,64594,KALUPUR,GEN,NA,NA,8,64.64,0.74,no,0.23,,,,NA,NA,2.04,
Gujarat,2007,2,11,3,71,5,QAZI MOHD. SADIK MOHD. AAMIN MASTER (ANISH THAKUR),M,IND,215,33,GEN,41754,64594,KALUPUR,GEN,NA,NA,8,64.64,0.51,no,0.28,,,,NA,NA,2.04,
Gujarat,2007,2,11,3,71,6,BAGHBAN GHULAM RASUL GULAM NABI,M,IND,100,52,GEN,41754,64594,KALUPUR,GEN,NA,NA,8,64.64,0.24,no,0.06,,,,NA,NA,2.04,
Gujarat,2007,2,11,3,71,7,RAJ PANDEY,M,IND,77,35,GEN,41754,64594,KALUPUR,GEN,NA,NA,8,64.64,0.18,no,0.03,,,,NA,NA,2.04,
Gujarat,2007,2,11,3,71,8,PANCHAL DINESHKUMAR SOMNATH,M,IND,66,53,GEN,41754,64594,KALUPUR,GEN,NA,NA,8,64.64,0.16,yes,0,,,,NA,NA,2.04,
Gujarat,2007,2,11,3,72,1,PRADIPSINH BHAGVATSINH JADEJA,M,BJP,66201,45,GEN,124083,218319,ASARWA,GEN,NA,NA,12,56.84,53.35,no,14.27,,,,NA,NA,2.33,
Gujarat,2007,2,11,3,72,10,CHAVDA NAGARDAS PARSOTTAMDAS,M,IND,228,65,SC,124083,218319,ASARWA,GEN,NA,NA,12,56.84,0.18,no,0.01,,,,NA,NA,2.33,
Gujarat,2007,2,11,3,72,11,CHAUHAN SHEELABEN AMARSINH,F,IND,219,41,GEN,124083,218319,ASARWA,GEN,NA,NA,12,56.84,0.18,no,0.02,,,,NA,NA,2.33,
Gujarat,2007,2,11,3,72,12,VYAS VISHNUPRASAD CHHOTALAL,M,IJP,194,50,GEN,124083,218319,ASARWA,GEN,NA,NA,12,56.84,0.16,yes,0,,,,NA,NA,2.33,
Gujarat,2007,2,11,3,72,2,PATTANI MADHUBEN SANJAYBHAI (DR. MADHUBEN PATTANI),F,INC,48498,34,GEN,124083,218319,ASARWA,GEN,NA,NA,12,56.84,39.09,no,36.73,,,,NA,NA,2.33,
Gujarat,2007,2,11,3,72,3,GADHVI MANGALBHAI KANUBHAI (MANGAL GADHVI),M,BSP,2922,35,GEN,124083,218319,ASARWA,GEN,NA,NA,12,56.84,2.35,no,0.51,,,,NA,NA,2.33,
Gujarat,2007,2,11,3,72,4,SONARA ANANTBHAI CHHANABHAI,M,IND,2292,34,SC,124083,218319,ASARWA,GEN,NA,NA,12,56.84,1.85,no,0.87,,,,NA,NA,2.33,
Gujarat,2007,2,11,3,72,5,ANAND BALKRISHNA SHAKRABHAI (BALKRISHNA ANAND),M,RPI(KH),1214,58,SC,124083,218319,ASARWA,GEN,NA,NA,12,56.84,0.98,no,0.17,,,,NA,NA,2.33,
Gujarat,2007,2,11,3,72,6,SHARMA BRIJESHKUMAR UJAGARLAL,M,IND,997,27,GEN,124083,218319,ASARWA,GEN,NA,NA,12,56.84,0.8,no,0.26,,,,NA,NA,2.33,
Gujarat,2007,2,11,3,72,7,RATHOD ASHWINBHAI SOMABHAI,M,IND,678,40,SC,124083,218319,ASARWA,GEN,NA,NA,12,56.84,0.55,no,0.27,,,,NA,NA,2.33,
Gujarat,2007,2,11,3,72,8,RAJPUT SANJAYSINH HIDRAJSING,M,SHS,342,33,GEN,124083,218319,ASARWA,GEN,NA,NA,12,56.84,0.28,no,0.04,,,,NA,NA,2.33,
Gujarat,2007,2,11,3,72,9,DIVYAKANT G. CONTRACTOR,M,IND,298,38,SC,124083,218319,ASARWA,GEN,NA,NA,12,56.84,0.24,no,0.06,,,,NA,NA,2.33,
Gujarat,2007,2,11,3,73,1,KAKADIYA VALLABHBHAI GOBARBHAI (VALLABHBHAI HIRAWALA),M,BJP,53993,63,GEN,109991,178126,RAKHIAL,GEN,NA,NA,14,61.75,49.09,no,3.59,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,73,10,PARMAR NATVARBHAI ISHWARBHAI (NATU SAGAR),M,IND,211,48,GEN,109991,178126,RAKHIAL,GEN,NA,NA,14,61.75,0.19,no,0.02,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,73,11,RATHOD BANSIBHAI MORSINHBHAI (BANSIBHAI BAPU),M,SHS,184,35,GEN,109991,178126,RAKHIAL,GEN,NA,NA,14,61.75,0.17,no,0.03,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,73,12,CHIRSTIAN YOHANBHAI DUDHABHAI,M,IND,147,44,GEN,109991,178126,RAKHIAL,GEN,NA,NA,14,61.75,0.13,yes,0.01,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,73,13,SALMANKHAN SAMIKHAN PATHAN,M,LSWP,134,40,GEN,109991,178126,RAKHIAL,GEN,NA,NA,14,61.75,0.12,yes,0.02,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,73,14,FARMER JAYANANDBHAI DAVIDBHAI,M,IND,114,56,GEN,109991,178126,RAKHIAL,GEN,NA,NA,14,61.75,0.1,yes,0,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,73,2,SHYANI DHIRUBHAI THAKARSHIBHAI (DHIRUBHAI DHUDHWALA),M,INC,50048,61,GEN,109991,178126,RAKHIAL,GEN,NA,NA,14,61.75,45.5,no,44.2,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,73,3,SHAIKH ABDULLA MOHAMMAD ALI,M,IND,1428,38,GEN,109991,178126,RAKHIAL,GEN,NA,NA,14,61.75,1.3,no,0.03,6 MUSLIM,MUSLIM,MUSLIM,NA,NA,2.22,MUSLIM
Gujarat,2007,2,11,3,73,4,ANSARI MOHMADHUSEN LIYAKATHUSEN,M,BSP,1395,51,GEN,109991,178126,RAKHIAL,GEN,NA,NA,14,61.75,1.27,no,0.65,6 ANSARI,MUSLIM,MUSLIM,NA,NA,2.22,MUSLIM
Gujarat,2007,2,11,3,73,5,SIDDIKI ISTIYAAHEMAD AJIZAHEMAD (KAPILBHAI),M,IND,684,43,GEN,109991,178126,RAKHIAL,GEN,NA,NA,14,61.75,0.62,no,0.05,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,73,6,KAZI AKBARHASAN MEHANDIHASAN,M,SP,627,41,GEN,109991,178126,RAKHIAL,GEN,NA,NA,14,61.75,0.57,no,0.03,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,73,7,RAIPURE SURESHBHAI PUNAMCHAND,M,IND,591,33,GEN,109991,178126,RAKHIAL,GEN,NA,NA,14,61.75,0.54,no,0.34,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,73,8,RATHOD MOTISINGH KHUMANSINGH,M,IND,219,55,GEN,109991,178126,RAKHIAL,GEN,NA,NA,14,61.75,0.2,no,0,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,73,9,RAJPUT AMITSINH RAMKARANSINH (AMIT RAJPUT),M,PRBP,216,26,GEN,109991,178126,RAKHIAL,GEN,NA,NA,14,61.75,0.2,no,0,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,74,1,PARMAR SHAILESH MANHARBHAI,M,INC,34622,37,SC,37591,105782,SHAHER KOTDA,SC,NA,NA,7,35.54,92.1,no,85.54,,,,NA,NA,1.18,
Gujarat,2007,2,11,3,74,2,VAGHELA JITENDRA UMAKANT (JITU VAGHELA),M,BJP,2465,37,SC,37591,105782,SHAHER KOTDA,SC,NA,NA,7,35.54,6.56,no,5.91,,,,NA,NA,1.18,
Gujarat,2007,2,11,3,74,3,SAMETRIYA ASHOKKUMAR MAGANLAL,M,BSP,243,41,SC,37591,105782,SHAHER KOTDA,SC,NA,NA,7,35.54,0.65,no,0.32,,,,NA,NA,1.18,
Gujarat,2007,2,11,3,74,4,G. K. PARMAR,M,CPI,123,66,SC,37591,105782,SHAHER KOTDA,SC,NA,NA,7,35.54,0.33,no,0.14,,,,NA,NA,1.18,
Gujarat,2007,2,11,3,74,5,SANKHALIYA NARENDRASINH MANSINH (SHRI NARENDRA SANKHALIYA),M,LSWP,72,46,SC,37591,105782,SHAHER KOTDA,SC,NA,NA,7,35.54,0.19,no,0.1,,,,NA,NA,1.18,
Gujarat,2007,2,11,3,74,6,NARANBHAI TULSIDAS SENGAL (DR. N.T. SENGAL),M,PRBP,35,54,SC,37591,105782,SHAHER KOTDA,SC,NA,NA,7,35.54,0.09,yes,0.01,,,,NA,NA,1.18,
Gujarat,2007,2,11,3,74,7,PARGI GUNVANTBHAI CHHAGANBHAI,M,IJP,31,31,SC,37591,105782,SHAHER KOTDA,SC,NA,NA,7,35.54,0.08,yes,0,,,,NA,NA,1.18,
Gujarat,2007,2,11,3,75,1,ASHOK BHATT,M,BJP,25132,68,GEN,42351,72068,KHADIA,GEN,NA,NA,8,58.77,59.34,no,22.37,,,HINDU,NA,NA,2.04,
Gujarat,2007,2,11,3,75,2,CHETAN PRABODH RAVAL,M,INC,15658,46,GEN,42351,72068,KHADIA,GEN,NA,NA,8,58.77,36.97,no,35.9,,,,NA,NA,2.04,
Gujarat,2007,2,11,3,75,3,UJJAINWALA NURMAHMAD,M,IND,455,66,GEN,42351,72068,KHADIA,GEN,NA,NA,8,58.77,1.07,no,0.26,,,,NA,NA,2.04,
Gujarat,2007,2,11,3,75,4,BHAVSAR AMITKUMAR BHARATBHAI,M,SHS,347,38,GEN,42351,72068,KHADIA,GEN,NA,NA,8,58.77,0.82,no,0.21,,,,NA,NA,2.04,
Gujarat,2007,2,11,3,75,5,ASFAK SHAIKH,M,BSP,260,42,GEN,42351,72068,KHADIA,GEN,NA,NA,8,58.77,0.61,no,0.1,,,,NA,NA,2.04,
Gujarat,2007,2,11,3,75,6,AMRISH PATEL,M,NSMP,218,39,GEN,42351,72068,KHADIA,GEN,NA,NA,8,58.77,0.51,no,0.08,,,,NA,NA,2.04,
Gujarat,2007,2,11,3,75,7,PATEL MUKESHBHAI DASHRATHLAL,M,ABJS,185,57,GEN,42351,72068,KHADIA,GEN,NA,NA,8,58.77,0.44,no,0.21,,,,NA,NA,2.04,
Gujarat,2007,2,11,3,75,8,AJMERI NASRINBANU GULAMNABI,F,IND,96,57,GEN,42351,72068,KHADIA,GEN,NA,NA,8,58.77,0.23,no,0,,,,NA,NA,2.04,
Gujarat,2007,2,11,3,76,1,KHEDAWALA SABIRBHAI ABDULKARIM (SABIRBHAI KABLIWALA),M,INC,44870,43,GEN,76669,129995,JAMALPUR,GEN,NA,NA,10,58.98,58.52,no,24.66,6 MUSLIM,MUSLIM,MUSLIM,NA,NA,2.22,MUSLIM
Gujarat,2007,2,11,3,76,10,SHRIMALI SHIRISH GANPATBHAI,M,ABJS,163,39,GEN,76669,129995,JAMALPUR,GEN,NA,NA,10,58.98,0.21,no,0,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,76,2,DHARMENDRA CHAMPAKLAL SHAH (DHARMENDRA SHAH),M,BJP,25961,52,GEN,76669,129995,JAMALPUR,GEN,NA,NA,10,58.98,33.86,no,31.31,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,76,3,CHHIPA MUSTAQBHAI YAKUBBHAI,M,BSP,1954,41,GEN,76669,129995,JAMALPUR,GEN,NA,NA,10,58.98,2.55,no,0.41,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,76,4,SARGARA ROHIT RAGAJI,M,IND,1641,39,GEN,76669,129995,JAMALPUR,GEN,NA,NA,10,58.98,2.14,no,1.24,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,76,5,SANKHALIYA NARENDRASINH MANSINH (NARENDRA SANKHALIYA),M,LSWP,687,46,SC,76669,129995,JAMALPUR,GEN,NA,NA,10,58.98,0.9,no,0.17,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,76,6,CHAUHAN GIRISHBHAI JIVABHAI (GIRISH PHOTOGRAPHER),M,IND,554,40,SC,76669,129995,JAMALPUR,GEN,NA,NA,10,58.98,0.72,no,0.21,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,76,7,RAJPUT BHARGAV KISHORSINH,M,ABRRP( P ),396,25,GEN,76669,129995,JAMALPUR,GEN,NA,NA,10,58.98,0.52,no,0.19,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,76,8,VANZARA DALPATBHAI KHIMABHAI,M,IND,251,42,GEN,76669,129995,JAMALPUR,GEN,NA,NA,10,58.98,0.33,no,0.08,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,76,9,CHUNARA SUNITABEN BHARATBHAI,F,IND,192,37,GEN,76669,129995,JAMALPUR,GEN,NA,NA,10,58.98,0.25,no,0.04,,,,NA,NA,2.22,
Gujarat,2007,2,11,3,77,1,NARENDRA MODI,M,BJP,139568,57,GEN,200725,329428,MANINAGAR,GEN,NA,NA,10,60.93,69.53,no,43.42,,,HINDU,NA,NA,1.82,
Gujarat,2007,2,11,3,77,10,MISHRA PRAVIN AMARNATH,M,NSMP,258,32,GEN,200725,329428,MANINAGAR,GEN,NA,NA,10,60.93,0.13,yes,0,,,,NA,NA,1.82,
Gujarat,2007,2,11,3,77,2,DINSHA PATEL,M,INC,52407,70,GEN,200725,329428,MANINAGAR,GEN,NA,NA,10,60.93,26.11,no,24.14,,,,NA,NA,1.82,
Gujarat,2007,2,11,3,77,3,KAVATRA RENU VARUNKUMAR (RENU PANDIT),F,BSP,3955,34,GEN,200725,329428,MANINAGAR,GEN,NA,NA,10,60.93,1.97,no,1.11,,,,NA,NA,1.82,
Gujarat,2007,2,11,3,77,4,PRAJAPATI BHIMJIBHAI DEVABHAI,M,IND,1731,46,GEN,200725,329428,MANINAGAR,GEN,NA,NA,10,60.93,0.86,no,0.34,,,,NA,NA,1.82,
Gujarat,2007,2,11,3,77,5,PATANVADIYA AMITKUMAR LAKSHMANBHAI,M,CPI(ML)( L),1045,32,GEN,200725,329428,MANINAGAR,GEN,NA,NA,10,60.93,0.52,no,0.19,,,,NA,NA,1.82,
Gujarat,2007,2,11,3,77,6,HARISHCHANDRA RAMCHANDRA SHARMA,M,ABMSD,663,49,GEN,200725,329428,MANINAGAR,GEN,NA,NA,10,60.93,0.33,no,0.05,,,,NA,NA,1.82,
Gujarat,2007,2,11,3,77,7,SARKAR DIPAK JOGENDRANATH (BAPPI SARKAR),M,PRBP,571,50,GEN,200725,329428,MANINAGAR,GEN,NA,NA,10,60.93,0.28,no,0.15,,,,NA,NA,1.82,
Gujarat,2007,2,11,3,77,8,BHATT MAULIKKUMAR KAMALKUMAR,M,LKPT,267,28,GEN,200725,329428,MANINAGAR,GEN,NA,NA,10,60.93,0.13,yes,0,,,,NA,NA,1.82,
Gujarat,2007,2,11,3,77,9,MEENA ANIL JAGTAP,F,ABCD(A),260,42,GEN,200725,329428,MANINAGAR,GEN,NA,NA,10,60.93,0.13,yes,0,,,,NA,NA,1.82,
Gujarat,2007,2,11,3,78,1,DR. KODNANI MAYA SURENDRAKUMAR (DR. MAYA KODNANI),F,BJP,237518,52,GEN,314994,564587,NARODA,GEN,NA,NA,7,55.79,75.4,no,57.28,,,,NA,NA,1.67,
Gujarat,2007,2,11,3,78,2,HARWANI PARSOTTAM FAGUNMAL ( DR. PARSOTTAM HARWANI),M,INC,57076,50,GEN,314994,564587,NARODA,GEN,NA,NA,7,55.79,18.12,no,16.1,,,,NA,NA,1.67,
Gujarat,2007,2,11,3,78,3,"PATEL HASHMUKHBHAI THAKARSHIBHAI (HASHMUKH T.PATEL,BAJARANGDALWA LA)",M,BJSH,6354,48,GEN,314994,564587,NARODA,GEN,NA,NA,7,55.79,2.02,no,0.19,,,,NA,NA,1.67,
Gujarat,2007,2,11,3,78,4,DR. MAGANBHAI MOTIBHAI PAREKH,M,IND,5745,61,GEN,314994,564587,NARODA,GEN,NA,NA,7,55.79,1.82,no,0.17,,,,NA,NA,1.67,
Gujarat,2007,2,11,3,78,5,TAHELRAMANI NARENDRA BHOJUMAL,M,BSP,5199,43,GEN,314994,564587,NARODA,GEN,NA,NA,7,55.79,1.65,no,0.98,,,,NA,NA,1.67,
Gujarat,2007,2,11,3,78,6,RAJPUT RANJITSINHBHAI RAMSHANKARBHAI (R.K.SINH),M,IJP,2100,36,GEN,314994,564587,NARODA,GEN,NA,NA,7,55.79,0.67,no,0.35,,,,NA,NA,1.67,
